source,lemma,display,unit,pos,level,topic,zh,forms,example,translation,exampleSources,levelBasis,status,reviewFields,reviewSource,reviewSourceUrl,reviewedOn
"A2候选；Bokmålsordboka词形待核","journal","en journal","单词","名词","A2","健康与记录","记录簿/日志；（医疗）病历；期刊（依语境）","en journal · journalen · journaler · journalene","Legen skrev opplysningene i pasientjournalen. / Hun fører journal over treningen sin.","医生把这些信息记入了患者病历。 / 她把自己的训练情况记在日志里。","","医疗记录、媒体和行政记录中的多义名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/journal","2026-09-24"
"A2候选；Bokmålsordboka词形待核","akutt","akutt","单词","形容词","A2","健康与就医","急性的；突然发生且需要及时处理的；紧急的（依名词）","akutt · akutt · akutte · mer akutt · mest akutt","Hun fikk akutte smerter i magen. / Vi trenger akutt hjelp.","她突然出现了腹痛。 / 我们需要紧急帮助。","","就医和描述紧急程度时常见形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/akutt","2026-09-24"
"Bokmålsordboka：本批收录动词义项（另有同形名词）","hoste","å hoste","单词","动词","A2","健康与身体","咳嗽；（宾语为东西时）咳出；（引申）费力弄到/拿出","å hoste · hoster · hostet / hosta · har hostet / hosta","Barnet hostet hele natta. / Motoren hostet og stoppet.","孩子咳了一整夜。 / 发动机断断续续地响了几下，然后熄火了。","","描述常见症状的基础动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hoste","2026-09-24"
"Bokmålsordboka：名词词性、义项与词形","mage","en mage","单词","名词","A2","健康与身体","胃；腹部/肚子；消化状况；（比喻）心里感受（依搭配）","en mage · magen · mager · magene","Jeg har vondt i magen etter middagen. / Hun lå på magen og leste.","晚饭后我肚子疼。 / 她趴着看书。","","基础身体部位词，医疗和日常表达都常用，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/mage","2026-09-24"
"Bokmålsordboka：名词词形与义项","munn","en munn","单词","名词","A2","健康与身体","嘴；口腔；（引申）开口/说话；入口、河口（依结构）","en munn · munnen · munner · munnene","Legen ba ham åpne munnen. / Det bor mange munner i huset.","医生让他张开嘴。 / 这家有很多人要养活。","","人体基础部位词，日常与医疗语境都常见，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/munn","2026-09-24"
"Bokmålsordboka：动词义项及规则词形","puste","å puste","单词","动词","A2","健康与身体","呼吸；喘气；让空气通过；（固定短语）喘口气/放松下来","å puste · puster · pustet / pusta · har pustet / har pusta","Han pustet tungt etter løpeturen. / Etter møtet satte vi oss ned for å puste ut.","跑完步后他喘得很厉害。 / 会议结束后，我们坐下来歇口气。","","描述基本生理活动与运动状态的常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/puste","2026-09-24"
"Bokmålsordboka：名词词性、屈折与主要义项","rygg","en rygg","单词","名词","A2","健康与身体","背部；脊背；（地形）山脊；（物体）背面/脊部（依语境）","en rygg · ryggen · rygger · ryggene","Hun bar sekken på ryggen. / Boka har rød rygg.","她把背包背在背上。 / 这本书的书脊是红色的。","","身体部位基础词及日常位置表达，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/nob/bm/rygg","2026-09-24"
"Bokmålsordboka：名词词性、词形与药物义项","tablett","en tablett","单词","名词","A2","健康与身体","药片；片剂（通常由压制粉末制成，尤指药物）","en tablett · tabletten · tabletter · tablettene","Hun tok en tablett mot hodepinen. / Tabletten løses opp i vann.","她吃了一片治头痛的药。 / 这片药溶解在水里。","","药房、医疗和用药指示中的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tablett","2026-09-24"
"Bokmålsordboka：不规则名词屈折与主要义项","tann","en tann","单词","名词","A2","健康与身体","牙齿；齿（齿轮、锯等上的凸齿）","ei/en tann · tanna/tannen · tenner · tennene","Jeg har vondt i en tann. / En tann på sagbladet er bøyd.","我有一颗牙疼。 / 锯条上的一个锯齿弯了。","","口腔护理和看牙场景的基础身体名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tann","2026-09-24"
"Bokmålsordboka：形容词义项及屈折; Tema: fremtid · 课本专题","frisk","frisk","单词","形容词","A2","健康与身体 / 未来计划与目标","健康的；新鲜的；清新的；刚发生/新做的；活泼有劲或凉爽的（依语境）","frisk · friskt · friske · friskere · friskest","Hun er frisk igjen etter influensaen. / Vi åpnet vinduet for å få frisk luft. / Jeg vil bli friskere.","她得流感后已经恢复健康了。 / 我们打开窗户透透气。 / 我想变得更健康。","","描述健康状态和新鲜空气的常见形容词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/frisk","2026-09-24"
"Bokmålsordboka：词头、词性、义项；形态按词典范式; Tema: fremtid · 课本专题","helse","ei helse","单词","名词","A2","健康与身体 / 未来计划与目标","健康；身心健康状况；（特定搭配）健康服务/卫生领域","ei helse · helsa · helse · helsene","Søvn er viktig for både fysisk og mental helse. / Hun jobber innen helse. / Jeg skal gå tur for helsa.","睡眠对身体健康和心理健康都很重要。 / 她在医疗卫生领域工作。 / 我打算散步来保持健康。","","健康服务与日常身体状态中的基础抽象名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/helse","2026-09-24"
"A2候选；Bokmålsordboka词形待核","kondisjon","en kondisjon","单词","名词","A2","健康与运动","体能；耐受体力活动的能力；身体状态（依语境）","en kondisjon · kondisjonen","Hun trener tre ganger i uka for å få bedre kondisjon. / Etter sykdommen var han i dårlig kondisjon.","她每周锻炼三次，以增强体能。 / 生病后他的身体状态不太好。","","运动、健康和体能话题中的常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kondisjon","2026-09-24"
"A2候选；Bokmålsordboka词形待核","sykepleier","en sykepleier","单词","名词","A2","健康与职业","护士；受过专业训练、以护理病人为工作的人","en sykepleier · sykepleieren · sykepleiere · sykepleierne","Sykepleieren hjalp pasienten med å ta medisinen. / Hun utdanner seg til sykepleier.","护士帮助病人服药。 / 她正在接受护士专业教育。","","医疗、工作与就医交流重要职业名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sykepleier","2026-09-24"
"A2候选；Bokmålsordboka词形待核","kontakte","å kontakte","单词","动词","A2","交流与办事","联系；联络；与……取得联系","å kontakte · kontakter · kontaktet / kontakta · kontaktet / kontakta","Du bør kontakte fastlegen hvis feberen ikke går ned.","如果烧退不下来，你应该联系家庭医生。","https://ordbokene.no/bm/kontakte","电话、邮件和公共服务沟通中常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/kontakte","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","love","å love","单词","动词","A2","交流与承诺","承诺；保证；（迹象）显得有希望","love · lover · lovet · lovet","Hun lover å ringe i kveld.","她答应今晚打电话。","https://ordbokene.no/bm/love","表达承诺和法律义务的动词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/love","2026-09-24"
"NTNU NoW Vocabulary list 09B；课程词汇","respons","en respons","单词","名词","A2","交流与反馈","回应；反应；答复（有时指积极反响）","en respons · responsen · responser · responsene","Vi fikk rask respons på søknaden.","我们的申请很快就有了回音。","https://ordbokene.no/bm/48288","沟通和回应场景中的实用名词；按课程单元暂标 A2","来源已登记：Bokmål词头/词性/变格/核心义项","Bokmål词头/词性/变格/核心义项","Bokmålsordboka","https://ordbokene.no/bm/48288","2026-09-24"
"A2候选；Bokmålsordboka词形待核","nikke","å nikke","单词","动词","A2","交流与回应","点头；（物体）随风轻摆/低垂","å nikke · nikker · nikket / nikka · nikket / nikka","Hun nikket da hun forsto spørsmålet.","她听懂问题后点了点头。","https://ordbokene.no/bm/nikke","表达非语言回应和同意的常见动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/nikke","2026-09-24"
"A2候选；Bokmålsordboka词形待核","e-post","en e-post","单词","名词","A2","交流与科技","电子邮件；电子邮件系统/通信方式","en e-post · e-posten · e-poster · e-postene","Jeg sendte deg en e-post i går.","我昨天给你发了一封邮件。","https://ordbokene.no/bm/e-post","日常数字交流常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/e-post","2026-09-24"
"Bokmålsordboka：动词主要义项与常见搭配","klemme","å klemme","单词","动词","A2","交流与身体动作","挤压；夹紧；拥抱；（使）挤过狭窄处","å klemme · klemmer · klemte · har klemt","Barnet klemte bamsen tett inntil seg.","孩子把玩具熊紧紧抱在怀里。","https://ordbokene.no/bm/klemme","日常身体动作与社交表达中的常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/klemme","2026-09-24"
"Bokmålsordboka/Ordbank：强变化动词词形；词义按词典核对","be","å be","单词","动词","A2","交流与语言","请求；请；祈求；邀请（依句型）","å be · ber · ba · har bedt","Jeg ba naboen om hjelp.","我向邻居求助了。","https://ordbokene.no/bm/be","请求、祈求等日常表达中的高频不规则动词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/be","2026-09-24"
"A2候选；Bokmålsordboka词形待核","prate","å prate","单词","动词","A2","交流与语言","聊天；交谈；谈论；（口语）胡说/瞎聊","å prate · prater · pratet / prata · pratet / prata","Vi satt og pratet om helga.","我们坐着聊了聊周末的事。","https://ordbokene.no/bm/prate","日常非正式交谈场景中的常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/prate","2026-09-24"
"Bokmålsordboka/Ordbank：名词词形与消息/声誉义项","rykte","et rykte","单词","名词","A2","交流与语言","传闻；谣言；名声/声誉","et rykte · ryktet · rykter · rykta / ryktene","Det går rykter om at butikken skal stenge.","有传闻说那家店要关门了。","https://ordbokene.no/bm/rykte","转述消息和谈论名声时常用的名词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/rykte","2026-09-24"
"Bokmålsordboka：动词主要句法义项及变位","svare","å svare","单词","动词","A2","交流与语言","回答；答复；回应；应答/相当于（依结构）","å svare · svarer · svarte · har svart","Hun svarte på e-posten samme dag.","她当天就回复了那封邮件。","https://ordbokene.no/bm/svare","问答交流中的高频基础动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/svare","2026-09-24"
"Bokmålsordboka/Ordbank：动词词形、口语语用说明","tulle","å tulle","单词","动词","A2","交流与语言","开玩笑；胡闹；缠绕/包裹；弄错或浪费（依结构）","å tulle · tuller · tullet · har tullet","Ikke tull med meg nå.","现在别拿我开玩笑。","https://ordbokene.no/bm/tulle","日常玩笑和熟人交流中常用的口语动词，暂标 A2","来源已登记：Bokmål词头/词性/核心义项","Bokmål词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tulle","2026-09-24"
"A2候选；Bokmålsordboka词形待核","uttale","uttale","单词","动词","A2","交流与语言","发音；读出；表达/表明（依结构）","å uttale · uttaler · uttalte · uttalt","Læreren uttalte navnet tydelig.","老师把这个名字读得很清楚。","https://ordbokene.no/nno/bm/uttale","语言学习常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/uttale","2026-09-24"
"A2候选；Bokmålsordboka词形待核","peke","å peke","单词","动词","A2","交流与指示","指；指向；指出；挑选/指定（依结构）","å peke · peker · pekte · har pekt","Kan du peke på huset på kartet?","你能在地图上指出那栋房子吗？","https://ordbokene.no/bm/peke","日常说明位置、对象和方向的常用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/peke","2026-09-24"
"A2候选；Bokmålsordboka词形待核","bagasjerom","et bagasjerom","单词","名词","A2","交通与出行","（汽车）行李舱；后备箱","et bagasjerom · bagasjerommet · bagasjerom · bagasjerommene","Kan du legge kofferten i bagasjerommet? / Bilen har et stort bagasjerom.","你能把行李箱放进后备箱吗？ / 这辆车的后备箱很大。","","汽车旅行和日常交通常见复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bagasjerom","2026-09-24"
"Bokmålsordboka/Ordbank：阳性复合名词词形","flybillett","en flybillett","单词","名词","A2","交通与出行","机票；乘飞机旅行的票证","en flybillett · flybilletten · flybilletter · flybillettene","Jeg må bestille en flybillett til Bergen. / Flybilletten ligger i e-posten min.","我得订一张去卑尔根的机票。 / 机票在我的电子邮件里。","","出行计划、订票和机场沟通中的实用复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/flybillett","2026-09-24"
"Bokmålsordboka/Ordbank：阳性名词词形及交通义项","sykkel","en sykkel","单词","名词","A2","交通与出行","自行车；（体育语境）自行车运动","en sykkel · sykkelen · sykler · syklene","Jeg låner en sykkel på hotellet. / Sykkelen står utenfor butikken.","我在酒店借了一辆自行车。 / 自行车停在商店外面。","","日常交通、户外活动和出行对话中的基础名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sykkel","2026-09-24"
"Bokmålsordboka/Ordbank：规则动词词形及交通搭配","sykle","å sykle","单词","动词","A2","交通与出行","骑自行车；骑车出行；用自行车运送","å sykle · sykler · syklet · har syklet","Hun sykler til jobben hver dag. / Vi syklet langs fjorden i går. / I går syklet vi flere mil.","她每天骑车上班。 / 我们昨天沿着峡湾骑行。 / 昨天我们骑行了好几十公里。","https://ordbokene.no/bm/sykle","描述骑行、通勤和户外出行时的高频动作动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sykle","2026-09-24"
"A2候选；Bokmålsordboka词形待核","parkeringsplass","en parkeringsplass","单词","名词","A2","交通与地点","停车位；停车场/停车区域（依范围）","en parkeringsplass · parkeringsplassen · parkeringsplasser · parkeringsplassene","Vi fant en ledig parkeringsplass utenfor butikken. / Bilen står på parkeringsplassen bak huset. / Det var fullt på parkeringsplassen.","我们在商店外找到一个空停车位。 / 车停在房子后面的停车场。 / 停车场当时已经满了。","https://ordbokene.no/bm/44227","开车、购物和城市地点常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/parkeringsplass","2026-09-24"
"A2 候选；透明复合词，Bokmål 构词及规则变格","dagsbillett","en dagsbillett","单词","名词","A2","交通与票务","日票；当天有效的票/通票","en dagsbillett · dagsbilletten · dagsbilletter · dagsbillettene","Kan jeg kjøpe en dagsbillett her? / Dagsbilletten gjelder på alle bussene i sentrum.","我可以在这里买一张日票吗？ / 这张日票在市中心所有公交车上都有效。","","购票和城市交通场景中的实用复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/dagsbillett","2026-09-24"
"A2 候选；透明复合词，Bokmål 构词及规则变格","helårskort","et helårskort","单词","名词","A2","交通与票务","全年卡；有效期覆盖一整年的通票或会员卡（依服务）","et helårskort · helårskortet · helårskort · helårskortene","Hun kjøpte et helårskort til svømmehallen. / Helårskortet lønner seg hvis du trener ofte.","她买了一张游泳馆年卡。 / 如果你经常锻炼，年卡就很划算。","","讨论交通/场馆长期票务时实用的复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/hel%C3%A5rskort","2026-09-24"
"A2候选；Bokmålsordboka词形待核","sete","et sete","单词","名词","A2","交通与设施","座位；席位；（身体）臀部（依语境）","et sete · setet · seter · setene","Kan jeg få et sete ved vinduet? / Alle setene på toget var opptatt. / Bussen har 40 seter.","我可以要一个靠窗的座位吗？ / 火车上所有座位都有人了。 / 这辆公交车有 40 个座位。","https://ordbokene.no/bm/sete","交通、家居和公共设施中的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sete","2026-09-24"
"Bokmålsordboka/Ordbank：规则动词词形与用法","parkere","å parkere","单词","动词","A2","交通与停车","停车；把车辆停放在某处；（引申）暂搁置","å parkere · parkerer · parkerte · har parkert","Hvor kan jeg parkere bilen? / Hun parkerte utenfor hotellet. / Vi parkerer bilen her.","我可以把车停在哪里？ / 她把车停在酒店外面。 / 我们把车停在这里。","https://ordbokene.no/bm/parkere","开车、停车场和交通安排中的实用动词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/parkere","2026-09-24"
"A2候选；Bokmålsordboka词形待核","rute","en rute","单词","名词","A2","交通与物品","路线/班次；窗格/方格（依词义和语境）","en rute · ruten · ruter · rutene","Bussen følger en fast rute gjennom sentrum. / En rute i vinduet var knust. / SAS flyr ruten Oslo–New York.","公交车沿着固定路线穿过市中心。 / 窗户的一块玻璃碎了。 / SAS运营奥斯陆—纽约航线。","https://ordbokene.no/nno/bm/rute","交通、路线和日常物品语境中的多义名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/rute","2026-09-24"
"Bokmålsordboka/Ordbank：阳性/阴性名词词形与活动义项","sykling","en sykling","单词","名词","A2","交通与运动","骑自行车；骑行活动/自行车运动","en sykling · syklingen · syklinger · syklingene","Sykling er en fin måte å komme seg til skolen på. / Syklingen langs kysten tok hele dagen. / De vil legge bedre til rette for gåing og sykling.","骑车是去学校的一种好方式。 / 沿海骑行花了整整一天。 / 他们想为步行和骑行创造更好的条件。","https://ordbokene.no/bm/sykling","谈运动、通勤方式和户外活动的常见名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/sykling","2026-09-24"
"A2候选；Bokmålsordboka词形待核","tavle","en tavle","单词","名词","A2","教室与课堂","板；黑板/白板；公告板；（资料）表/清单","en tavle · tavla / tavlen · tavler · tavlene","Læreren skrev dagens lekser på tavla.","老师把今天的作业写在黑板上。","https://ordbokene.no/bm/tavle","教室常见物品，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tavle","2026-09-24"
"Bokmålsordboka/Ordbank：阳性/阴性名词词形及教育义项","utdanning","ei utdanning","单词","名词","A2","教育与职业","教育；学历教育；职业/专业培训","en utdanning · utdanningen / utdanninga · utdanninger · utdanningene","Hun har utdanning som sykepleier.","她接受过护士专业教育。","https://ordbokene.no/bm/utdanning","谈论学习经历、学历和职业资格的高频抽象名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/utdanning","2026-09-24"
"NTNU NoW Vocabulary list 06A；课程人物与专业词汇","arkitektstudent","en arkitektstudent","单词","名词","A2","教育与专业","建筑学专业学生；建筑系学生","en arkitektstudent · arkitektstudenten · arkitektstudenter · arkitektstudentene","Arkitektstudentene arbeider med et nytt boligprosjekt.","建筑学专业的学生正在做一个新的住宅项目。","https://www.hf.ntnu.no/now/hardcopies/course_material.pdf","介绍大学学习和专业身份的课程词；按 NoW 章节暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/arkitektstudent","2026-09-24"
"Bokmålsordboka 词条核验；词形按规范范式","tradisjon","en tradisjon","单词","名词","A2","节日与传统","传统；习俗；惯例；（学术/艺术）传承","en tradisjon · tradisjonen · tradisjoner · tradisjonene","Det er en tradisjon i familien vår å spise grøt på julaften.","我们家有个传统：平安夜吃粥。","https://ordbokene.no/bm/tradisjon","描述家庭和社会习俗的常见抽象名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/tradisjon","2026-09-24"
"课程候选；透明复合词，构词与词形人工复核","juletradisjon","en juletradisjon","单词","名词","A2","节日与家庭习俗","圣诞传统；圣诞节习俗","en juletradisjon · juletradisjonen · juletradisjoner · juletradisjonene","Å gå rundt juletreet er en gammel juletradisjon.","围着圣诞树唱歌跳舞是一项古老的圣诞传统。","https://ordbokene.no/bm/tradisjon https://ordbokene.no/bm/jul","介绍节日习俗和家庭生活时常用的复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/juletradisjon","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","jul","ei/en jul","单词","名词","A2","节日与庆祝","圣诞节；圣诞节前后的一段庆祝时期","en jul · jula / julen · juler · julene","Vi skal feire jul sammen med familien.","我们要和家人一起过圣诞节。","https://ordbokene.no/bm/jul","挪威文化和家庭生活常见节日词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/nno/search?dict=bm%2Cnn&q=+jul&scope=eif","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","julaften","en julaften","单词","名词","A2","节日与庆祝","圣诞前夜；平安夜（挪威为12月24日）","en julaften · julaftenen · julaftener · julaftenene","På julaften spiser mange familier julemiddag sammen.","平安夜，许多家庭会一起吃圣诞晚餐。","https://ordbokene.no/bm%2Cnn/julaften","挪威圣诞文化中的核心日期词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm%2Cnn/julaften","2026-09-24"
"A2候选；Bokmålsordboka词形待核","julebord","et julebord","单词","名词","A2","节日与庆祝","圣诞聚餐/派对；摆有传统圣诞食物的餐桌（依语境）","et julebord · julebordet · julebord · julebordene","Jobben arrangerer julebord for de ansatte i desember. / Vi dekket julebordet med tradisjonell mat.","公司十二月为员工举办圣诞聚餐。 / 我们在圣诞餐桌上摆好了传统食物。","https://ordbokene.no/bm/julebord","挪威职场和节日文化中的常见词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julebord","2026-09-24"
"A2候选；Bokmålsordboka词形待复核","julegave","en julegave","单词","名词","A2","节日与庆祝","圣诞礼物；圣诞节送的礼物","en julegave · julegaven · julegaver · julegavene","Barna åpner julegavene etter middagen på julaften.","孩子们在平安夜晚饭后拆圣诞礼物。","https://ordbokene.no/bm/27961","节庆和送礼场景常见复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julegave","2026-09-24"
"A2候选；Bokmålsordboka词形待核","julekveld","en julekveld","单词","名词","A2","节日与庆祝","圣诞夜；圣诞前夜（常指平安夜）","en julekveld · julekvelden · julekvelder · julekveldene","Vi sitter rundt bordet hele julekvelden.","圣诞夜，我们一直围坐在餐桌旁。","https://ordbokene.no/nno/search?dict=bm%2Cnn&q=julaften&scope=eif","描述圣诞节期间家庭活动的名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julekveld","2026-09-24"
"A2候选；Bokmålsordboka词形待核","julemiddag","en julemiddag","单词","名词","A2","节日与庆祝","圣诞晚餐；圣诞节的正餐","en julemiddag · julemiddagen · julemiddager · julemiddagene","Vi spiser julemiddag hos foreldrene mine på julaften.","平安夜我们在我父母家吃圣诞晚餐。","https://ordbokene.no/bm/middag https://ordbokene.no/bm%2Cnn/julaften","挪威家庭圣诞饮食文化常见复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julemiddag","2026-09-24"
"A2候选；Bokmålsordboka词形待核","julestemning","ei/en julestemning","单词","名词","A2","节日与庆祝","圣诞气氛；圣诞节带来的节日氛围","ei julestemning · julestemninga · julestemningen · julestemninger · julestemningene","Julelysene skaper julestemning i gata.","圣诞灯饰让街上充满了节日气氛。","https://ordbokene.no/bm/jul https://ordbokene.no/bm/stemning","表达节日气氛和感受的复合名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julestemning","2026-09-24"
"A2候选；Bokmålsordboka词形待核","juletre","et juletre","单词","名词","A2","节日与庆祝","圣诞树；圣诞节期间摆放和装饰的树","et juletre · juletreet · juletrær · juletrærne","Juletreet står ved vinduet i stua.","圣诞树摆在客厅窗边。","https://ordbokene.no/search?dict=bm&q=juletre&scope=eif","家庭圣诞装饰和传统相关名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/juletre","2026-09-24"
"课程候选；透明复合词，构词与词形人工复核","juleblomst","en juleblomst","单词","名词","A2","节日与植物","圣诞花；圣诞节前后常见的观赏植物/花卉","en juleblomst · juleblomsten · juleblomster · juleblomstene","Vi kjøper en juleblomst til bestemor.","我们给奶奶买了一盆圣诞花。","https://ordbokene.no/bm/blomst https://ordbokene.no/bm/jul","节日装饰、礼物和冬季生活话题中的具体名词，暂标 A2","来源已登记：课程词头/词性/英文核心义项/课文单元","课程词头/词性/英文核心义项/课文单元","NTNU LearnNoW 词汇表","https://www.ntnu.edu/learnnow/vocabulary/list","2026-09-24"
"Bokmålsordboka（词头、词性及主要义项）","bryllup","et bryllup","单词","名词","A2","节日与重要事件","婚礼；结婚仪式及相关庆祝活动","et bryllup · bryllupet · bryllup · bryllupene","Søsteren hennes skal gifte seg i juni, og vi skal i bryllup.","她姐姐（或妹妹）六月要结婚，我们会去参加婚礼。","https://ordbokene.no/bm/bryllup","家庭和社会重要事件主题词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/bryllup","2026-09-24"
"课程候选；透明复合词，构词与词形人工复核","julekule","ei julekule","单词","名词","A2","节日与装饰","圣诞装饰球；圣诞树上的球形挂饰","en julekule · julekula · julekuler · julekulene","Barna henger julekuler på juletreet.","孩子们把圣诞装饰球挂在圣诞树上。","https://ordbokene.no/bm/kule https://ordbokene.no/bm/jul","节日、家庭布置和购物话题中的具体名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/julekule","2026-09-24"
"A2候选；Bokmålsordboka词形待核","gudstjeneste","en gudstjeneste","单词","名词","A2","节日与宗教","礼拜；敬拜上帝的宗教仪式/集会","en gudstjeneste · gudstjenesten · gudstjenester · gudstjenestene","Kirken holder en kort gudstjeneste på julaften.","教堂在平安夜举行一场简短的礼拜。","https://ordbokene.no/nob/search?dict=bm%2Cnn&q=gudstjeneste&scope=eif","宗教活动、节日与文化语境中的常用名词，暂标 A2","来源已登记：词头/词性/核心义项","词头/词性/核心义项","Bokmålsordboka","https://ordbokene.no/bm/gudstjeneste","2026-09-24"
