id,lemma,display,pos,level,topic,currentZh,reviewedZh,reviewStatus,reviewerNote,reviewedOn
"名词|mastergradsstudent","mastergradsstudent","en mastergradsstudent","名词","A2","大学学习","硕士研究生；正在攻读硕士学位的学生","硕士研究生；正在攻读硕士学位的学生","已人工审校","由 mastergrad（硕士学位）+ student（学生）构成，指正在读硕士项目的人，不表示此人已经取得硕士学位。mastergradsstudent 是复合名词，中心词 student 为阳性：en mastergradsstudent。https://www.ntnu.edu/now/vocabulary/table-m","2026-09-25"
"名词|semesteravgift","semesteravgift","en semesteravgift","名词","A2","大学与费用","学期费；（尤指）高校学生每学期缴纳的费用","学期费；（尤指）高校学生每学期缴纳的费用","已人工审校","semesteravgift 是每半年/每学期缴纳的费用，尤其指大学和学院学生缴纳的学期费。挪威语词典将它定义为学生向高校相关制度缴纳的半年费用；不要直接等同于学费 studieavgift 或某门课程的 kursavgift。https://ordbokene.no/bm%2Cnn/semesteravgift","2026-09-25"
"名词|semesterkort","semesterkort","et semesterkort","名词","A2","大学与费用","学期学生证；学生身份卡","学期学生证；学生身份卡","已人工审校","按 NTNU NoW 课程词汇，semesterkort 是能证明学生身份的学期卡。复合词中心词 kort 决定性别：et semesterkort；与银行卡/交通票卡不是同一概念，具体功能可能因学校而异。https://www.ntnu.edu/now/vocabulary/table-s","2026-09-25"
"名词|studieplan","studieplan","en studieplan","名词","A2","大学与学习安排","学习项目计划；专业课程安排","学习项目计划；专业课程安排","已人工审校","Bokmålsordboka 将 studieplan 解释为‘某项学习项目的计划’。因此它通常指某专业/课程项目的结构安排，不是个人每天的自习时间表。https://ordbokene.no/bm/studieplan","2026-09-25"
"名词|studium","studium","et studium","名词","A2","大学与学习安排","大学/学院的专业或学位项目；大学学习（过程）","大学/学院的专业或学位项目；大学学习（过程）","已人工审校","Bokmålsordboka 的两个核心义分别是高校学习项目，以及就读一个或多个此类项目的过程/时段。不是泛指一节课；与 et kurs（课程/培训班）区分。https://ordbokene.no/bm/studium","2026-09-25"
"名词|seminar","seminar","et seminar","名词","A2","大学与学习活动","研讨课；研讨会","研讨课；研讨会","已人工审校","在大学课程中，seminar 通常是以练习和讨论为主的教学形式；在工作或学术活动中也可指有专业报告与讨论的会议。翻译成‘研讨课’还是‘研讨会’要看它是否属于课程。https://ordbokene.no/bm/seminar","2026-09-25"
"名词|område","område","et område","名词","A2","地点与范围","区域；领域；范围（依语境）","区域；领域；范围（依语境）","已人工审校","指具体地理区域时是‘地区/区域’；用于专业或话题时是‘领域’，如 være spesialist på et område（是某领域的专家）。‘范围’用于抽象覆盖边界，不要把它误当成必然有行政边界的地区。https://ordbokene.no/bm/OMR%C3%85DE","2026-09-25"
"副词|overalt","overalt","overalt","副词","A2","地点与方位","到处；所有地方","到处；所有地方","已人工审校","Bokmålsordboka 的核心释义是 alle steder（所有地方）；overalt 是不变地点副词，可说 lete overalt（到处找），也可描述抽象事物传播各处。清除了原释义末尾混入的英文 everywhere。https://ordbokene.no/bm/overalt","2026-09-25"
"名词|sted","sted","et sted","名词","A2","地点与空间","地方；地点；（较小的）部位；住所/房产（依语境）","地方；地点；（较小的）部位；住所/房产（依语境）","已人工审校","可指地理地点、较大物体中的一个部位，也可指城镇、住处或房产。固定表达 finne sted 意为‘发生’，不是‘找到一个地方’；具体义由搭配判断。https://ordbokene.no/bm/sted","2026-09-25"
"名词|festning","festning","ei/en festning","名词","A2","地点与历史","要塞；防御工事；（引申）难以攻破的堡垒","要塞；防御工事；（引申）难以攻破的堡垒","已人工审校","指有城墙、壕沟等防御设施的大型军事建筑；可用阳性 en 或阴性 ei。它不等于以居住/宫廷功能为主的 slott（城堡/宫殿）；比喻义可指难以突破或动摇的事物。https://ordbokene.no/bm%2Cnn/festning","2026-09-25"
"动词|registrere","registrere","å registrere","动词","A2","登记与申请","登记/录入；记录、注意到；自动测量（依语境）","登记/录入；记录、注意到；自动测量（依语境）","已人工审校","登记资料时表示把信息录入名册/系统；也可表示记下、注意到，或仪器自动测量（如 seismograf registrerer jordskjelv）。registrere seg 是‘登记自己/注册’，不能把所有语境都译成行政备案。https://ordbokene.no/bm/registrere","2026-09-25"
"名词|telefonsamtale","telefonsamtale","en telefonsamtale","名词","A2","电话与联系","电话交谈；一次电话通话","电话交谈；一次电话通话","已人工审校","由 telefon + samtale 构成，重点是通过电话进行的谈话过程/内容；和电话设备、一次来电区分。Bokmålsordboka 将‘电话交谈’列为 telefon 的一个义项。https://ordbokene.no/bm/telefon","2026-09-25"
"形容词|bærbar","bærbar","bærbar","形容词","A2","电脑与设备","便携的；可携带的","便携的；可携带的","已人工审校","词典义是体积/重量小到可以携带，常修饰 datamaskin（电脑）；bærbar 本身并不专指笔记本电脑，省略 datamaskin/PC 时才可名词化指便携电脑。https://ordbokene.no/bm/b%C3%A6rbar","2026-09-25"
"名词|tast","tast","en tast","名词","A2","电脑与设备","按键；键盘键；（设备上的）按钮","按键；键盘键；（设备上的）按钮","已人工审校","指电脑、电话等设备上可按下的单个键/按钮。键盘整体是 tastatur，门钥匙是 nøkkel；根据设备语境译为‘键’或‘按钮’。https://ordbokene.no/nob/search?dict=bm%2Cnn&q=tast&scope=eif","2026-09-25"
"名词|brukernavn","brukernavn","et brukernavn","名词","A2","电脑与网络","用户名；登录名","用户名；登录名","已人工审校","由 bruker（使用者）+ navn（名称）构成，指系统用来识别账户的名称；不等于 passord（密码），也不一定是真实姓名。登录时常与 passord 成对出现。https://ordbokene.no/bm/bruker","2026-09-25"
"名词|datamaskin","datamaskin","en datamaskin","名词","A2","电脑与网络","计算机；电脑（可处理大量数据的电子设备）","计算机；电脑（可处理大量数据的电子设备）","已人工审校","Bokmålsordboka 的定义强调自动处理大量数据；可指台式机、笔记本等，不限于个人电脑。pc 通常特指面向单个用户的个人电脑。https://ordbokene.no/bm/datamaskin","2026-09-25"
"名词|snøball","snøball","en snøball","名词","A2","冬季活动","雪球；（比喻）愈滚愈大的连锁发展","雪球；（比喻）愈滚愈大的连锁发展","已人工审校","本义是用湿雪团成的圆球；比喻 snøballen begynner å rulle 指某种发展一旦启动就不断扩大，常说 snøballeffekt（滚雪球效应），不是“雪球战”。https://ordbokene.no/bm/55278","2026-09-25"
"名词|snøballkrig","snøballkrig","en snøballkrig","名词","A2","冬季活动","打雪仗；雪球战","打雪仗；雪球战","已人工审校","透明复合词 snøball（雪球）+ krig（战争/争斗），日常指互相投雪球的游戏，不是军事战争。要说一场打雪仗，可结合语境译作“打雪仗”。https://ordbokene.no/bm/55278","2026-09-25"
"名词|snømann","snømann","en snømann","名词","A2","冬季活动","雪人；用湿雪堆成的人形雪雕","雪人；用湿雪堆成的人形雪雕","已人工审校","由湿雪堆成、做成人形的雪雕；阳性名词，复数是不规则形式 snømenn–snømennene，不要按普通名词规律写成 snømanners。https://ordbokene.no/bm/55325","2026-09-25"
"名词|man","man","en man","名词","A2","动物与自然","（马颈上的）鬃毛","（马颈上的）鬃毛","已人工审校","这是名词 man（可用 en 或 ei），指马颈上方又长又厚的毛；不是 mann（男人），也不是代词 man（泛指‘人/大家’）。https://ordbokene.no/nno/bm/man","2026-09-25"
"名词|sjiraff","sjiraff","en sjiraff","名词","A2","动物与自然","长颈鹿","长颈鹿","已人工审校","指生活在非洲、脖子很长的反刍动物。sjiraff 是阳性名词 en sjiraff；描述动物时词的语法性别不表示具体动物一定是雄性。https://ordbokene.no/bm/sjiraff","2026-09-25"
"动词|trekke","trekke","å trekke","动词","A2","动作与变化","拉/拖；抽出；吸入；吸引；撤回；扣除；（食物）浸煮；迁徙（依结构）","拉/拖；抽出；吸入；吸引；撤回；扣除；（食物）浸煮；迁徙（依结构）","已人工审校","不规则变化 trekke–trekker–trakk–trukket。核心动作是拉动/带动，但宾语和结构会改变译法：trekke pusten（吸气）、trekke et kort（抽一张牌）、trekke tilbake et forslag（撤回提案）、trekke fra（扣除）、pølsene skal trekke（香肠用热水浸煮）。https://ordbokene.no/bm/62055","2026-09-25"
"动词|stikke","stikke","å stikke","动词","A2","动作与出行","刺；戳；伸入/放入；（stikke innom/bort）顺道去一下","刺；戳；伸入/放入；（stikke innom/bort）顺道去一下","已人工审校","含义高度依赖结构：stikke seg på en nål=被针扎；stikke papirene i veska=把文件塞进包里；stikke innom=顺道拜访；stikke bort i butikken=去商店一趟。Bokmålsordboka：https://ordbokene.no/bm/stikke","2026-09-25"
"动词|stanse","stanse","å stanse","动词","A2","动作与交通","停下；使……停止；拦下/拦住","停下；使……停止；拦下/拦住","已人工审校","不及物时表示自身停止（bussen stanset）；及物时表示使某物/某人停下（stanse bilen/en person）。也可表示停止某项活动/付款。Bokmålsordboka：https://ordbokene.no/nob/bm/stanse","2026-09-25"
"动词|skrive","skrive","å skrive","动词","A2","读写与学习 / 学习与工作","写；书写；撰写；（日期/时间）写作；创作音乐（依语境）","写；书写；撰写；（日期/时间）写作；创作音乐（依语境）","已人工审校","除用笔或键盘写文字外，词典也收录日期表达（i dag skriver vi den 14. februar）、创作音乐等义。常见结构 skrive et brev（写信）、skrive på PC（用电脑写）、skrive om（改写/修订）；skrivemåten følger konteksten。https://ordbokene.no/bm/%C3%A5%20skrive","2026-09-25"
"动词|leke","leke","å leke","动词","A2","儿童与活动","玩耍；做游戏；假装扮演；（引申）轻率摆弄/拿……开玩笑","玩耍；做游戏；假装扮演；（引申）轻率摆弄/拿……开玩笑","已人工审校","孩子玩耍时可说 leke ute 或 leke med dokker；leke spion 是假装当间谍；leke med andres følelser 是拿别人的感情开玩笑。另有“轻快地掠过/浮现”用法，如 et smil lekte om munnen。https://ordbokene.no/nob/bm/leke","2026-09-25"
"名词|barne-tv","barne-TV","en barne-TV","名词","A2","儿童与媒体","儿童电视节目；少儿节目","儿童电视节目；少儿节目","已人工审校","Bokmålsordboka 定义为面向儿童的电视节目；阳性名词 en barne-TV，定指 barne-TV-en，复数 barne-TV-er。这里说的是节目类型，不是儿童使用的电视机。https://ordbokene.no/bm/barne-tv","2026-09-25"
"名词|dokke","dokke","ei/en dokke","名词","A2","儿童与玩具","玩偶；娃娃；（依语境）人体模型","玩偶；娃娃；（依语境）人体模型","已人工审校","dokke 与 dukke 都是词典认可的拼写，常用性别 en/ei；可指儿童玩具娃娃，也可指橱窗人体模型。比喻指打扮精致的女性或没有主见的人时带评价色彩，不适合作普通中性称呼。https://ordbokene.no/bm/10526","2026-09-25"
"代词|seg","seg","seg","代词","A2","反身代词","自己；自身（第三人称反身代词）","自己；自身（第三人称反身代词）","已人工审校","第三人称单复数反身代词，通常回指同一句主语：Hun vasker seg（她洗澡/清洗自己），De gleder seg（他们很期待/感到高兴）。具体中文常不必逐字译出“自己”；还常出现在固定结构里，如 sette seg（坐下）、føle seg ...（感觉……）。https://ordbokene.no/bm/seg","2026-09-25"
"副词|hjemover","hjemover","hjemover","副词","A2","方向与出行","朝家/家乡方向；往回家的路上","朝家/家乡方向；往回家的路上","已人工审校","表示朝家或家乡方向移动，不等同于已到家；på vei hjemover=在回家的路上。与 hjem（回家/到家）比较。Bokmålsordboka：https://ordbokene.no/bm/hjemover","2026-09-25"
"形容词|bratt","bratt","bratt","形容词","A2","方向与地形","陡的；陡峭的；（曲线或变化）急剧的","陡的；陡峭的；（曲线或变化）急剧的","已人工审校","描述坡面/道路时指倾斜很大；描述价格、曲线时可指变化幅度大，如 bratt fall（急剧下跌）。bratt 也可作副词，修饰 stige/skråne。Bokmålsordboka：https://ordbokene.no/bm/bratt","2026-09-25"
"动词|snu","snu","å snu","动词","A2","方向与动作","转身；转向/掉头；翻转；扭转趋势（依宾语和语境）","转身；转向/掉头；翻转；扭转趋势（依宾语和语境）","已人工审校","snu seg=转过身；snu bilen=把车掉头；snu stolen mot vinduet=把椅子转向窗户；snu utviklingen=扭转发展趋势。Bokmålsordboka：https://ordbokene.no/bm/snu","2026-09-25"
"形容词|direkte","direkte","direkte","形容词","A2","方向与方式","直达的；直接的；直率的；（副词）径直/直接地（依语境）","直达的；直接的；直率的；（副词）径直/直接地（依语境）","已人工审校","交通中 uten omveier eller avbrudd：direkte bussforbindelse（直达公交）；直接沟通/没有中间环节；描述说话方式时可指直率。Bokmålsordboka：https://ordbokene.no/bm/direkte","2026-09-25"
"副词|bort","bort","bort","副词","A2","方向与位置","到别处去；离开原处；不见/消失（依搭配）","到别处去；离开原处；不见/消失（依搭配）","已人工审校","核心方向是从当前位置移到更远的另一处，与表示向下的 ned 相区别：reise bort=离开去别处；visne bort=逐渐枯萎消失。Bokmålsordboka：https://ordbokene.no/bm/bort","2026-09-25"
"副词|hit","hit","hit","副词","A2","方向与位置","到这里；朝这里来；（书/分类中）归入这一处/组","到这里；朝这里来；（书/分类中）归入这一处/组","已人工审校","表示朝说话者所在处移动，与表示离开说话者位置的 dit 相对：kom hit=到这里来；haren hører hit=兔子归入这一类。注意 hit 还有同形名词义，需按词性区分。Bokmålsordboka：https://ordbokene.no/bm/hit","2026-09-25"
"副词|ned","ned","ned","副词","A2","方向与位置","向下；下来/下去；降低/减少（依搭配）","向下；下来/下去；降低/减少（依搭配）","已人工审校","表示从较高处到较低处，也可表示程度或数量降低；ned til Frankrike 在部分挪威语地理视角中可表示南下法国。方向相反的是 opp。Bokmålsordboka：https://ordbokene.no/bm/ned","2026-09-25"
"副词|tilbake","tilbake","tilbake","副词","A2","方向与移动","返回原处；回来/回去；向后；（数量/趋势）减少（依语境）","返回原处；回来/回去；向后；（数量/趋势）减少（依语境）","已人工审校","回到出发点可译“回来/回去”：vi er snart tilbake；也可指向后或回落，如 folketallet går tilbake（人口减少）。注意返回方向要结合说话者位置判断。Bokmålsordboka：https://ordbokene.no/bm/tilbake","2026-09-25"
"名词|hage","hage","en hage","名词","A2","房屋与户外空间","花园；院子；（较少见）围起来的牧场","花园；院子；（较少见）围起来的牧场","已人工审校","通常指住宅或农场旁可种花草、果蔬的围合土地；菜园可说 kjøkkenhage/grønnsakshage。词典还列有围起来的牧场义，常见于复合词；口语同形动词 hage 是“做园艺”，词性不同。https://ordbokene.no/bm/hage","2026-09-25"
"名词|hull","hull","et hull","名词","A2","房屋与物品状态","洞；孔；路面坑洼；空缺/知识漏洞；（口语贬义）偏僻破败的地方","洞；孔；路面坑洼；空缺/知识漏洞；（口语贬义）偏僻破败的地方","已人工审校","核心义是穿透或开在某物上的洞；在道路上指坑，在知识/论证中指缺漏。口语 et hull 可贬称偏僻或条件很差的地方；在某些语境也指监狱牢房。复数不定形式与原形相同：et hull–hull–hullene。https://ordbokene.no/bm/hull","2026-09-25"
"名词|avgift","avgift","en avgift","名词","A2","费用与服务","税费；规定收取的费用","税费；规定收取的费用","已人工审校","词典核心义是与某物销售、使用或消费相关缴纳的间接税；日常也常指规定收取的费用。具体是税、服务费还是手续费，要看复合词和收费对象；可用阳性 en avgift 或阴性 ei avgift。不要不加区分地等同于所有学费。https://ordbokene.no/bm/avgift","2026-09-25"
"动词|risikere","risikere","å risikere","动词","A2","风险与决定","冒……的风险；可能遭遇（通常是不利结果）","冒……的风险；可能遭遇（通常是不利结果）","已人工审校","常接名词或 å + 动词原形：risikere en bot（冒着被罚款的风险）、risikere å komme for sent（可能会迟到）。这里不是中性的“有可能”，通常暗示说话人不希望发生该结果。https://ordbokene.no/bm/risikere","2026-09-25"
"名词|frisør","frisør","en frisør","名词","A2","服务与日常","理发师；从事剪发、造型等工作的发型师","理发师；从事剪发、造型等工作的发型师","已人工审校","指以理发/头发造型为职业的人；gå til frisøren 通常是“去理发”，不一定是去找某位已知理发师。Bokmålsordboka 标为阳性名词 en frisør。https://ordbokene.no/bm/fris%C3%B8r","2026-09-25"
"动词|bedre","bedre","å bedre","动词","A2","改善与变化","改善；使……好转；（bedre seg）情况好转","改善；使……好转；（bedre seg）情况好转","已人工审校","及物用法表示让情况、健康或关系变得更好：bedre situasjonen（改善情况）；反身短语 bedre seg 表示自己/局势好转：været bedret seg（天气好转了）。请勿与形容词比较级 bedre（更好）混为一张动词卡。https://ordbokene.no/bm/bedre","2026-09-25"
"动词|dufte","dufte","å dufte","动词","A2","感官与日常","散发香气；闻起来香","散发香气；闻起来香","已人工审校","主语通常是花、咖啡、食物等气味来源，可说 det dufter kaffe（飘着咖啡香）或 dufte av blomster（散发花香）。这个动词本身带宜人香味的倾向；中性或难闻气味通常用 lukte。https://ordbokene.no/bm/dufte","2026-09-25"
"名词|larm","larm","en larm","名词","A2","感官与日常","喧闹声；嘈杂声；喧嚣","喧闹声；嘈杂声；喧嚣","已人工审校","指令人烦扰的吵闹或喧嚣，不是泛指任何声音；常用于城市、交通、人群等背景：byens larm（城市喧嚣）。词典标为阳性名词 en larm。https://ordbokene.no/bm/larm","2026-09-25"
"动词|lukte","lukte","å lukte","动词","A2","感官与日常","闻；嗅；散发气味；闻起来（依结构）","闻；嗅；散发气味；闻起来（依结构）","已人工审校","人或动物作主语时，lukte på noe 是主动去闻某物；某物作主语时，det lukter ... 表示散发某种气味，可好闻也可难闻。区别 dufte：后者通常强调香气。固定说 lukte lunta 是“察觉到不对劲”。https://ordbokene.no/bm/lukte","2026-09-25"
"动词|virke","virke","virke","动词","A2","感受与功能","起作用；产生效果；运转；显得/似乎；从事（依结构）","起作用；产生效果；运转；显得/似乎；从事（依结构）","已人工审校","medisinen virker 表示药开始起作用；maskinen virker 表示机器正常运转；han virker trøtt 表示他看起来累；virke for en sak 则是为某项事业工作/努力。词典还另列同形名词 virke（工作/木材），不要混入动词释义。https://ordbokene.no/bm/virke","2026-09-25"
"形容词|urettferdig","urettferdig","urettferdig","形容词","A2","感受与评价","不公平的；不公正的；（指指控等）无根据的","不公平的；不公正的；（指指控等）无根据的","已人工审校","描述判决、分配或待遇不符合公平原则；修饰 beskyldning（指控）时可表示“无根据的”。通常不直接评价某人“人品不好”。比较级常用 mer urettferdig。https://ordbokene.no/bm/urettferdig","2026-09-25"
"动词|føle","føle","å føle","动词","A2","感受与情绪","触摸检查；感觉到；感受到/觉得（依语境）","触摸检查；感觉到；感受到/觉得（依语境）","已人工审校","føle varsomt på såret 是轻轻触摸检查伤口；føle smerte 是感到疼痛；føle seg ensom 是觉得孤独；føle for noe 表示想做某事，føle med noen 则是同情某人。宾语和搭配决定是身体触感还是内心感受。https://ordbokene.no/bm/f%C3%B8le","2026-09-25"
"形容词|sliten","sliten","sliten","形容词","A2","感受与身体状态","疲惫的；用旧的、磨损的（物品/建筑）","疲惫的；用旧的、磨损的（物品/建筑）","已人工审校","人因劳动、压力或活动而疲惫：sliten etter jobb（下班后很累）；物品或房屋则表示明显用旧、状态欠佳：et slitent hus（一栋破旧的房子）。不要把物品的磨损义误用于描述人的情绪。https://ordbokene.no/bm/sliten","2026-09-25"
"名词|overraskelse","overraskelse","en overraskelse","名词","A2","感受与事件","惊讶；令人意外的事；惊喜（依语境）","惊讶；令人意外的事；惊喜（依语境）","已人工审校","既可指人感到意外这一反应，也可指让人意外的事物/事件；ha med en overraskelse til barna 是带一份惊喜给孩子们。它不必然是开心的，语气由上下文决定。https://ordbokene.no/bm/overraskelse","2026-09-25"
"动词|trives","trives","å trives","动词","A2","感受与适应","（在某处/做某事时）过得舒心；适应得好；（植物等）长势良好","（在某处/做某事时）过得舒心；适应得好；（植物等）长势良好","已人工审校","人作主语时常说 trives i byen / med arbeidet，表示在城市/工作中感觉舒适、适应良好；植物作主语时表示生长状态好。它不是单纯‘喜欢’，而是强调在环境或活动中的状态。https://ordbokene.no/bm/trives","2026-09-25"
"形容词|sur","sur","sur","形容词","A2","感受与味道","酸的；阴冷潮湿的；不高兴、板着脸的；（化学）酸性的","酸的；阴冷潮湿的；不高兴、板着脸的；（化学）酸性的","已人工审校","食物/味道可指酸味或变酸；天气 surt 表示阴冷、湿冷；描述人时是闷闷不乐、恼火。化学语境指 pH 小于 7。中文应按修饰对象选择，不要只记‘闹情绪’。https://ordbokene.no/bm/sur","2026-09-25"
"名词|huff","huff","et huff","名词","A2","感叹与反应","一声叹气；一声表示厌烦/不适的‘唉’","一声叹气；一声表示厌烦/不适的‘唉’","已人工审校","可数名词 et huff，指发出的一声 huff/叹气；和感叹词 huff（直接说出的‘唉呀/真烦’）分属不同词性。词典例句 utstøtte et huff 是‘发出一声叹息’。https://ordbokene.no/bm/huff","2026-09-25"
"感叹词|huff","huff","huff","感叹词","A2","感叹与反应","唉呀；哎哟；真烦/真糟（表达不满、惊惧或不舒服）","唉呀；哎哟；真烦/真糟（表达不满、惊惧或不舒服）","已人工审校","放在句首独立感叹，表达厌烦、惊惧或身体不适；如 huff, så mye mas!（唉，真够烦的！）。与名词 et huff（发出的一声叹息）区分。https://ordbokene.no/bm/huff","2026-09-25"
"动词|merke","merke","å merke","动词","A2","感知与标记","标记；留下痕迹；注意到/察觉到；感受到（依结构）","标记；留下痕迹；注意到/察觉到；感受到（依结构）","已人工审校","merke av på lista 是在名单上标记；merke at ... 是注意到/察觉到；merke en lukt 是闻到/察觉气味；merke seg noe 是把某事记在心上。过去时 merket/merka，完成分词 merket/merka。https://ordbokene.no/bm/merke","2026-09-25"
"动词|kikke","kikke","å kikke","动词","A2","感知与观察","瞥一眼；探头看；看一看；（同形另一词条）挑剔/抱怨","瞥一眼；探头看；看一看；（同形另一词条）挑剔/抱怨","已人工审校","常用义 kikke 是短暂看一眼：kikke gjennom et hull（从洞里往外看）、kikke innom（顺道拜访）；另有同形动词 kikke，意为批评/抱怨，如 kikke på maten。本卡主要学‘看一眼’义。https://ordbokene.no/bm/kikke","2026-09-25"
"形容词|lav","lav","lav","形容词","A2","高度与程度","低的；矮的；低沉/轻声的；数值低的（依语境）","低的；矮的；低沉/轻声的；数值低的（依语境）","已人工审校","人或建筑物高度小是‘矮/低’；音调低、声音轻时是低沉/低声；价格、利率、温度、数值较小时是低。另有同形名词 lav（地衣），属不同词性。https://ordbokene.no/bm/lav","2026-09-25"
"名词|fornavn","fornavn","et fornavn","名词","A2","个人信息","名字；名（与姓氏相对）","名字；名（与姓氏相对）","已人工审校","完整姓名中的个人名字部分，与 etternavn（姓）相对；一个人可以有两个 fornavn，因此不一定等于中文语境里的单个‘名’。固定表达 være på fornavn med noen 是彼此直呼名字、关系熟络。https://ordbokene.no/bm/fornavn","2026-09-25"
"名词|telefonnummer","telefonnummer","et telefonnummer","名词","A2","个人信息与联系","电话号码（用于拨打某个电话用户的数字组合）","电话号码（用于拨打某个电话用户的数字组合）","已人工审校","指用来拨通特定电话用户的一组号码，不是手机/电话设备本身，也不等于所有联系方式。挪威常见电话号码为八位数；en/et 两种性别均可用。https://ordbokene.no/bm/telefonnummer","2026-09-25"
"名词|erfaring","erfaring","en erfaring","名词","A2","工作经历与技能","经验；经历；亲身体验（依语境）","经验；经历；亲身体验（依语境）","已人工审校","可指通过亲身经历或练习获得的知识、技能、见识（ha erfaring），也可指带来认识的一件经历（en erfaring / flere erfaringer）。谈一般经验时常作不可数，具体经历可用复数。en/ei 两种名词性别均可。https://ordbokene.no/bm/erfaring","2026-09-25"
"动词|overvåke","overvåke","å overvåke","动词","A2","工作与安全","监测；监视；持续观察/监督","监测；监视；持续观察/监督","已人工审校","指持续留意并掌握某人或事的情况：医疗中监测心跳/病情，安保中监控道路/区域，也可监督局势。中文选择‘监测、监控、监督’取决于对象，不必一律译成带负面色彩的‘监视’。https://ordbokene.no/bm/overv%C3%A5ke","2026-09-25"
"名词|egenmelding","egenmelding","en egenmelding","名词","A2","工作与病假","自行申报短期病假；员工向雇主自行说明患病缺勤","自行申报短期病假；员工向雇主自行说明患病缺勤","已人工审校","这是员工本人向雇主说明短期病假的通知，不等同于医生开具的病假证明。具体可申报的天数和条件由劳动规定及雇佣关系决定；词条仅解释词义，不作制度资格承诺。https://ordbokene.no/nno/bm/egenmelding","2026-09-25"
"名词|byggfirma","byggfirma","et byggfirma","名词","A2","工作与公司","建筑公司；施工公司","建筑公司；施工公司","已人工审校","透明复合词 bygg（建造中的建筑/施工）+ firma（企业），通常指从事建筑施工的公司；不一定只建住宅，也可能承接维修或其他建筑工程。firmа 为中性，复数不定形与单数同形。词典来源为构词成分。https://ordbokene.no/bm/bygg https://ordbokene.no/bm/firma","2026-09-25"
"名词|møterom","møterom","et møterom","名词","A2","工作与会议","会议室；举行会议的房间","会议室；举行会议的房间","已人工审校","由 møte（会议）+ rom（房间）构成，指实际用于开会的房间；通常说 i møterommet（在会议室里）。是房间，不是会议本身。中性名词 et møterom。https://ordbokene.no/bm/m%C3%B8terom","2026-09-25"
"名词|konferanse","konferanse","en konferanse","名词","A2","工作与活动","会议；专题研讨会；专业大会（依规模和内容）","会议；专题研讨会；专业大会（依规模和内容）","已人工审校","通常是围绕议题、带有正式议程并有多人参与的讨论或专业活动；比日常的小型 møte（会议）更正式/专题化，但规模不一定都很大。翻成‘研讨会’还是‘大会’看参会人数和活动性质。https://ordbokene.no/bm/konferanse","2026-09-25"
"名词|byggeprosjekt","byggeprosjekt","et byggeprosjekt","名词","A2","工作与建设","建筑项目；建造工程","建筑项目；建造工程","已人工审校","由 bygge（建造）+ prosjekt（有计划、有期限的项目）构成，指以建造某栋建筑为目标的项目，也可泛指一项规模较大的建筑工程；不等于建成后的建筑物。https://ordbokene.no/bm/46585 https://naob.no/ordbok/byggeprosjekt","2026-09-25"
"名词|bygging","bygging","en bygging","名词","A2","工作与建设","建造；建设；施工（过程）","建造；建设；施工（过程）","已人工审校","指建造或正在被建造这一过程：bygging av nye boliger（建造新住宅）、under bygging（施工中）。若指已经建成的建筑物，应使用 bygning/bygg；不把过程名词释为‘建筑物’。可用 en/ei。https://ordbokene.no/bm/bygging","2026-09-25"
"名词|instituttleder","instituttleder","en instituttleder","名词","A2","工作与教育","高校院系/研究所负责人；系主任（具体职务依机构）","高校院系/研究所负责人；系主任（具体职务依机构）","已人工审校","复合词 institutt（高校中按学科划分的院系/研究所）+ leder（负责人），通常指大学或学院某学术单位的负责人。挪威机构设置不同，中文职称可能是系主任、研究所所长等，不应固定等同‘学院院长’。https://naob.no/ordbok/institutt https://ordbokene.no/bm/leder","2026-09-25"
"名词|lønn","lønn","ei lønn","名词","A2","工作与金钱","工资；薪水；劳动报酬；（同形词）椴树","工资；薪水；劳动报酬；（同形词）椴树","已人工审校","薪酬义是劳动或服务所得的报酬：ha lav lønn（工资低）、få lønn for arbeidet（因工作获得报酬）；也见于‘因果报应’表达 få lønn som fortjent。注意同形名词 lønn 还指椴树，发音/拼写相同但词义来源不同。https://ordbokene.no/bm/l%C3%B8nn","2026-09-25"
"动词|intervjue","intervjue","å intervjue","动词","A2","工作与媒体","采访；面试；进行访谈/询问","采访；面试；进行访谈/询问","已人工审校","与记者或媒体语境搭配时是采访；招聘时是面试候选人；调查或研究中则是访谈/询问受访者。共同点是通过提问获取信息；被采访/面试者常用 bli intervjuet。https://ordbokene.no/bm/intervjue","2026-09-25"
"形容词|profesjonell","profesjonell","profesjonell","形容词","A2","工作与评价","职业的；专业的；达到专业水准的","职业的；专业的；达到专业水准的","已人工审校","可指与职业工作相关（yrkesmessig）、以某活动为职业的人/活动，或高水准、专业可靠的服务与表现。作名词时可指职业选手/专业人士，但本词条按形容词学习；也有‘惯于做某种坏事的人’的贬义语境。https://ordbokene.no/bm/profesjonell","2026-09-25"
"名词|personale","personale","et personale","名词","A2","工作与人员","全体员工；某机构/单位的工作人员","全体员工；某机构/单位的工作人员","已人工审校","集合名词，统称同一工作地点或企业里受雇的人：hele personalet（全体员工）。它通常指一群员工，不是单个‘员工’；指一个员工可说 en ansatt。官方词典列出的复数是不定 personaler、定指 personala 或 personalene，不过实际最常见的仍是集合单数。https://ordbokene.no/bm/44767","2026-09-26"
