"lemma","pos","candidateLevel","article","sourceCourses","courseUnits","firstChapter","sourceInflections","zh","exampleNb","exampleZh","levelBasis","reviewStatus"
"øve","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","å øve · øver · øvde · øvd / øver, øvde, har øvd","练习；训练；排练","Jeg øver på uttalen hver morgen. / Hun øvde til konserten i flere uker.","我每天早上练习发音。 / 她为音乐会排练了好几个星期。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"overskyet","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","overskyet · overskyet · overskyede/overskyete / overskyet, overskyede","多云的；阴天的；云层遮蔽的","Det blir overskyet i morgen, men det skal ikke regne. / Vi gikk tur selv om været var overskyet.","明天会多云，不过预报说不会下雨。 / 虽然天气阴沉，我们还是去散步了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pannekake","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","en pannekake · pannekaken / pannekaka · pannekaker · pannekakene / pannekaka, pannekaker, pannekakene","薄煎饼；挪威式煎饼（常较大、薄）","Barna spiste pannekaker med syltetøy til middag. / Den siste pannekaka ligger på fatet.","孩子们晚餐吃了煎饼配果酱。 / 最后一张煎饼还在盘子里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"pen","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","pen · pent · pene · penere · penest / peneste / pent, pene","好看的；漂亮的；整洁的；工整的（依语境）","Hun har veldig pen håndskrift. / De fant et pent lite hotell ved sjøen.","她的字写得很工整。 / 他们在海边找到一家漂亮的小酒店。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"perfekt","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","perfekt · perfekt · perfekte / perfekt, perfekte","完美的；极好的；完全准确的","Tidspunktet passer perfekt for meg. / Det var en perfekt dag for en tur.","这个时间对我来说正合适。 / 那天非常适合出游。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"rødme","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","å rødme · rødmer · rødmet / rødma · rødmet / rødma / rødmer, rødmet, har rødmet","脸红；泛红","Han begynte å rødme da alle så på ham. / Hun rødmet av flauhet.","大家都看着他时，他开始脸红。 / 她羞得脸都红了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"rute","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en rute · ruten / ruta · ruter · rutene / ruta, ruter, rutene","路线；班次；窗格；方格","Bussen følger en fast rute gjennom sentrum. / En rute i vinduet var knust.","公交车沿着固定路线穿过市中心。 / 窗户的一块玻璃碎了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"samfunnsfag","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","et samfunnsfag · samfunnsfaget · samfunnsfag · samfunnsfagene / samfunnsfaget, samfunnsfag, samfunnsfagene","社会科学课；社会学科（学校课程）","Vi har samfunnsfag etter lunsj. / I samfunnsfag lærer elevene om Norge.","我们午饭后有社会科学课。 / 在社会科学课上，学生们学习有关挪威的知识。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ses","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","å ses · ses · sås · har settes / ses, sås, har settes","见面；互相见到；再见（常见表达）","Vi ses utenfor biblioteket klokka fem. / De sås på en kafé forrige uke.","我们五点在图书馆外见。 / 他们上周在一家咖啡馆见了面。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sjokolade","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","sjokolade · sjokoladen / sjokoladen, sjokolader, sjokoladene","巧克力；一块/一条巧克力（依语境）","Jeg kjøpte en plate mørk sjokolade. / Barna fikk litt sjokolade etter middagen.","我买了一板黑巧克力。 / 孩子们晚饭后吃了一点巧克力。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skogsvei","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en skogsvei · skogsveien · skogsveier · skogsveiene / skogsveien, skogsveier, skogsveiene","林间道路；森林里的路","Vi gikk en rolig tur på en skogsvei. / Skogsveien var glatt etter regnet.","我们沿着一条林间道路悠闲地散步。 / 下雨后林间道路很滑。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"skrivebok","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","en skrivebok · skriveboka / skriveboken · skrivebøker · skrivebøkene / skriveboka, skriveboker, skrivebokene","练习本；书写本","Elevene skriver svarene i skriveboka. / Jeg kjøpte en ny skrivebok til kurset.","学生们把答案写在练习本里。 / 我为课程买了一本新的练习本。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"søster","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","en søster · søsteren / søstera · søstre · søstrene / søstera, søstre, søstrene","姐妹；姐姐/妹妹（挪威语本身不区分年长年幼）","Jeg har ei søster og to brødre. / Søstrene mine bor i Norge.","我有一个姐妹和两个兄弟。 / 我的姐妹们住在挪威。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"språk","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","et språk · språket · språk · språkene / språket, språk, språkene","语言；说话方式；措辞/语气（依语境）","Norsk er et språk jeg lærer hver dag. / Teksten bruker et enkelt språk.","挪威语是我每天都在学的一种语言。 / 这篇文章用词简单。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"stenge","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","å stenge · stenger · stengte · stengt / stenger, stengte, har stengt","关上；关闭；停止营业","Butikken stenger klokka åtte. / Husk å stenge vinduet før du går.","商店八点关门。 / 走之前记得把窗户关上。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"storesøster","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","en storesøster · storesøstera / storesøsteren · storesøstre · storesøstrene / storesøstera, storesøstre, storesøstrene","姐姐；年长的姐妹","Storesøstera mi bor i Bergen. / Han har to storesøstre.","我姐姐住在卑尔根。 / 他有两个姐姐。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"studere","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","å studere · studerer · studerte · studert / studerer, studerte, har studert","学习；攻读；研究；仔细观察","Hun studerer sykepleie ved universitetet. / Jeg studerer norsk før prøven.","她在大学攻读护理专业。 / 我在考试前学习挪威语。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"supermarked","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","et supermarked · supermarkedet · supermarkeder · supermarkedene / supermarkedet, supermarkeder, supermarkedene","大型超市；超级市场","Vi handler mat på supermarkedet etter jobb. / Det ligger et supermarked ved busstasjonen.","我们下班后去超市买食物。 / 公交车站旁边有一家大型超市。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sykkel","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en sykkel · sykkelen · sykler · syklene / sykkelen, sykler, syklene","自行车；脚踏车","Jeg låner en sykkel på hotellet. / Sykkelen står utenfor butikken.","我在酒店借了一辆自行车。 / 自行车停在商店外面。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sykkeltur","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en sykkeltur · sykkelturen · sykkelturer · sykkelturene / sykkelturen, sykkelturer, sykkelturene","骑自行车出游；骑行","Vi drar på sykkeltur langs fjorden. / Sykkelturen tok nesten tre timer.","我们沿着峡湾骑车出游。 / 这次骑行花了将近三个小时。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sykle","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08A","8","å sykle · sykler · syklet / sykla · syklet / sykla / sykler, syklet, har syklet","骑自行车；骑车出行","Hun sykler til jobben hver dag. / Vi syklet langs fjorden i går.","她每天骑车上班。 / 我们昨天沿着峡湾骑行。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"sykling","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en sykling · syklingen · syklinger · syklingene / syklinga","骑自行车；自行车运动；骑行活动","Sykling er en fin måte å komme seg til skolen på. / Syklingen langs kysten tok hele dagen.","骑车是去学校的一种好方式。 / 沿海骑行花了整整一天。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tavle","名词","A2","ei","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","en tavle · tavla / tavlen · tavler · tavlene / tavla, tavler, tavlene","黑板；白板；告示板","Læreren skriver tre nye ord på tavla. / Det står en beskjed på tavlen.","老师在黑板上写了三个新单词。 / 板上有一条通知。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tekst","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","en tekst · teksten · tekster · tekstene / teksten, tekster, tekstene","文本；文章；一段文字；歌词（依语境）","Les teksten og svar på spørsmålene. / Hun skrev en kort tekst om familien sin.","读这篇文章并回答问题。 / 她写了一段关于自己家庭的短文。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"torsdag","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","en torsdag · torsdagen · torsdager · torsdagene / torsdagen, torsdager, torsdagene","星期四；某个星期四","Jeg har norskkurs på torsdag. / Butikken stenger tidlig på torsdager.","我星期四有挪威语课。 / 这家商店每逢星期四都会早关门。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"trinn","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","et trinn · trinnet · trinn · trinnene / trinnet, trinn, trinnene","年级；阶段；台阶；步骤","Datteren min går på femte trinn. / Dette er et viktig trinn i arbeidet.","我女儿上小学五年级。 / 这是工作中的一个重要步骤。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tung","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","tung · tungt · tunge · tyngre · tyngst / tyngste / tungt, tunge","重的；费力的；困难的；沉重的","Kofferten er for tung til å bære. / Det var en tung uke på jobben.","这个行李箱太重了，提不动。 / 那是工作上很难熬的一周。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"tursekk","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","en tursekk · tursekken · tursekker · tursekkene / tursekken, tursekker, tursekkene","徒步背包；旅行背包","Jeg pakker tursekken før vi går på tur. / Tursekkene står ved døra.","出发徒步前，我把背包收拾好。 / 旅行背包放在门边。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"undervise","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","å undervise · underviser · underviste · undervist / underviser, underviste, har undervist","教；授课","Hun underviser voksne i norsk. / Han underviste på en skole i mange år.","她教成年人挪威语。 / 他在一所学校教了很多年。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"urettferdig","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","urettferdig · urettferdig · urettferdige · mer urettferdig · mest urettferdig / urettferdig, urettferdige","不公平的；不公正的","Det føles urettferdig at bare noen får hjelp. / Læreren endret den urettferdige regelen.","只有一些人得到帮助，这让人觉得不公平。 / 老师改掉了那条不公平的规则。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"uten","介词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","uten","没有；不带；在……之外","Jeg drikker kaffe uten sukker. / Hun gikk uten å si farvel.","我喝不加糖的咖啡。 / 她没有道别就离开了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"uttale","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","å uttale · uttaler · uttalte · uttalt / uttaler, uttalte, har uttalt","发音；读出（某个词/音）","Hvordan uttaler man dette ordet? / Hun uttalte navnet mitt tydelig.","这个词怎么发音？ / 她把我的名字读得很清楚。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"værvarsel","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","et værvarsel · værvarselet · værvarsler · værvarslene / værvarselet, værvarsler, værvarslene","天气预报；天气警报/预警（依语境）","Jeg sjekker værvarselet før vi drar på tur. / Værvarselet melder om sterk vind i kveld.","出发去旅行前我会查看天气预报。 / 天气预报说今晚会有大风。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"vanskelig","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08D","8","vanskelig · vanskelig · vanskelige · vanskeligere · vanskeligst / vanskeligste / vanskelig, vanskelige","困难的；难的；不容易处理的","Det er vanskelig å forstå alle dialektene. / Hun fikk en vanskelig oppgave på prøven.","要听懂所有方言很难。 / 她在考试中遇到了一道难题。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"via","介词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","08C","8","via","经由；通过；借助","Vi reiser til Trondheim via Oslo. / Du kan bestille timen via nettet.","我们经由奥斯陆前往特隆赫姆。 / 你可以通过网络预约时间。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"viskelær","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","08B","8","et viskelær · viskelæret · viskelær · viskelærene / viskelæret, viskelær, viskelærene","橡皮；橡皮擦","Har du et viskelær jeg kan låne? / Viskelæret ligger i pennalet.","你有橡皮可以借我吗？ / 橡皮在笔袋里。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"dokument","名词","A2","et","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","09A; 09B","9","dokumentet, dokumenter, dokumentene / et dokument · dokumentet · dokumenter · dokumentene","文件；文档；证明文件（依语境）","Kan du sende dokumentet til meg på e-post? / Husk å lagre dokumentet før du lukker programmet.","你能把这个文件通过邮件发给我吗？ / 关闭程序前记得保存文档。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"gjelde","动词","A2","å","NTNU LearnNoW; NTNU NoW1; NorweigenLearn 当前词库","09B","9","å gjelde · gjelder · gjaldt · gjeldt / gjelder, gjaldt, har gjeldt","适用；有效；涉及；关系到；重要（依结构）","Rabatten gjelder bare til fredag. / Det gjelder å lese instruksjonene nøye.","这项折扣只到星期五有效。 / 关键是要仔细阅读说明。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"absolutt","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","absolutt · absolutt · absolutte · mer absolutt · mest absolutt / absolutt, absolutte","绝对的；完全的；肯定的","Det er absolutt nødvendig å bestille time. / Vil du bli med? – Ja, absolutt!","预约是绝对必要的。 / 你想一起去吗？——当然！","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"akutt","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","akutt · akutt · akutte · mer akutt · mest akutt / akutt, akutte","急性的；紧急的；突发的","Hun fikk akutte smerter i magen. / Ring legevakta hvis du trenger akutt hjelp.","她突然出现了急性腹痛。 / 如果你需要紧急帮助，请打电话给值班急诊。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"analyse","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","analysen, analyser, analysene / en analyse · analysen · analyser · analysene","分析；化验分析；检验报告（依语境）","Studentene skriver en analyse av artikkelen. / Legen bestilte en analyse av blodprøven.","学生们写一篇对这篇文章的分析。 / 医生要求对血样进行一项化验分析。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"ansvar","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","ansvaret / et ansvar · ansvaret · ansvar · ansvarene","责任；职责；负责的事项","Hun har ansvar for prosjektet. / Foreldrene tok ansvar for barna.","她负责这个项目。 / 父母承担起照顾孩子的责任。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"arbeid","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","arbeidet, arbeider, arbeidene / et arbeid · arbeidet · arbeider · arbeidene","工作；劳动；作品/学术成果（依语境）","Arbeidet tar lengre tid enn vi trodde. / Hun søker arbeid i helsevesenet.","这项工作花的时间比我们想的更长。 / 她正在医疗行业求职。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"arbeidsliv","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","arbeidslivet / et arbeidsliv · arbeidslivet · arbeidsliv · arbeidslivene","职场生活；劳动生活；就业领域","Det kan være vanskelig å komme inn i arbeidslivet uten erfaring. / Norsk arbeidsliv har mange regler for arbeidstid.","没有工作经验，进入职场可能很困难。 / 挪威职场对工作时间有许多规定。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"artikkel","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","artikkelen, artikkeler, artikkelene / en artikkel · artikkelen · artikler · artiklene","文章；论文；条款；商品（依语境）","Jeg leste en interessant artikkel om norsk skole. / Avisen publiserte tre artikler om været.","我读了一篇关于挪威学校的有趣文章。 / 报纸刊登了三篇关于天气的文章。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"avdelingsleder","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","avdelingslederen, avdelingsledere, avdelingslederne / en avdelingsleder · avdelingslederen · avdelingsledere · avdelingslederne","部门主管；部门负责人","Jeg må avtale et møte med avdelingslederen. / Den nye avdelingslederen begynner på mandag.","我得和部门主管约一次会。 / 新任部门负责人星期一上班。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"avtale","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","avtalen, avtaler, avtalene / en avtale · avtalen · avtaler · avtalene","约定；预约；协议；约会（依语境）","Jeg har en avtale hos tannlegen i morgen. / Vi laget en avtale om å møtes på fredag.","我明天预约了看牙医。 / 我们约好星期五见面。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bagasjerom","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","bagasjerommet, bagasjerom, bagasjerommene / et bagasjerom · bagasjerommet · bagasjerom · bagasjerommene","（汽车）后备箱；行李舱","Kan du legge kofferten i bagasjerommet? / Bilen har et stort bagasjerom.","你能把行李箱放进后备箱吗？ / 这辆车的后备箱很大。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"baker","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","bakeren, bakere, bakerne / en baker · bakeren · bakere · bakerne","面包师；烘焙师","Bakerne står opp tidlig for å lage brød. / Den lokale bakeren lager ferske rundstykker hver morgen.","面包师们很早起床制作面包。 / 当地的面包师每天早上制作新鲜的小圆面包。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"barnehagelærer","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09A","9","barnehagelæreren, barnehagelærere, barnehagelærerne / en barnehagelærer · barnehagelæreren · barnehagelærere · barnehagelærerne","幼儿园教师；学前教育工作者","Hun utdanner seg til barnehagelærer i Bergen. / Barnehagelæreren leser en bok for barna.","她正在卑尔根学习成为幼儿园教师。 / 幼儿园老师给孩子们读一本书。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"behandle","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","å behandle · behandler · behandlet / behandla · behandlet / behandla / behandler, behandlet, har behandlet","治疗；处理；对待；加工（依语境）","Legen behandler pasienter med allergi. / Kommunen behandler søknaden min denne uka.","医生治疗过敏患者。 / 市政府这周处理我的申请。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"blodåre","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","blodåren, blodårer, blodårene / en blodåre · blodåren · blodårer · blodårene","血管；血脉","Sykepleieren fant en blodåre på armen. / Blodårene fører blod rundt i kroppen.","护士在手臂上找到一条血管。 / 血管把血液输送到全身。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"blodprøve","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","blodprøven, blodprøver, blodprøvene / en blodprøve · blodprøven · blodprøver · blodprøvene","血液检查；血样；抽血化验","Legen vil ta en blodprøve på torsdag. / Blodprøven viste at jernnivået var lavt.","医生想在星期四给我抽血化验。 / 血液检查显示铁含量偏低。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bløtkake","名词","A2","ei","NTNU NoW1; NorweigenLearn 当前词库","09A","9","en bløtkake · bløtkaken / bløtkaka · bløtkaker · bløtkakene","奶油蛋糕；鲜奶油夹层蛋糕","Vi serverte bløtkake i bursdagen til bestemor. / Hun pyntet bløtkaka med jordbær og krem.","我们在奶奶的生日会上端上了奶油蛋糕。 / 她用草莓和奶油装饰了蛋糕。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bomull","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","bomull · bomullen / bomullen, bomuller, bomullene","棉；棉花；棉布","Denne skjorta er laget av bomull. / Bomullen føles myk mot huden.","这件衬衫是棉制的。 / 棉布贴着皮肤感觉很柔软。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bonde","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09D","9","bonden, bønder, bøndene / en bonde · bonden · bønder · bøndene","农民；农场主；农场经营者","Bonden dyrker poteter og grønnsaker på gården. / Mange bønder selger maten sin på lokale markeder.","这位农场主在农场种土豆和蔬菜。 / 许多农民在当地市场出售自己生产的食物。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"brukernavn","名词","A2","et","NTNU NoW1; NorweigenLearn 当前词库","09B","9","et brukernavn · brukernavnet · brukernavn · brukernavnene","用户名；登录用户名","Skriv inn brukernavn og passord for å logge inn. / Jeg har glemt brukernavnet mitt.","请输入用户名和密码以登录。 / 我忘记了自己的用户名。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"budsjett","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","budsjettet, budsjetter, budsjettene / et budsjett · budsjettet · budsjetter · budsjettene","预算；收支计划","Vi må lage et budsjett for ferien. / Prosjektet holdt seg innenfor budsjettet.","我们得为假期做一份预算。 / 这个项目没有超出预算。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"burde","动词","A2","å","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","bør · burde · burdet / bør, burde, har burdet","应该；理应；最好（语气通常比 må 温和）","Du bør bestille time hos tannlegen. / Jeg burde ha ringt tidligere.","你应该预约牙医。 / 我本来应该早点打电话的。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bursdag","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09A","9","en bursdag · bursdagen · bursdager · bursdagene","生日；生日庆祝活动","Datteren min har bursdag på fredag. / Vi feiret bursdagen hennes med kake.","我女儿星期五过生日。 / 我们用蛋糕庆祝了她的生日。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"byggeprosjekt","名词","A2","et","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","byggeprosjektet, byggeprosjekter, byggeprosjektene / et byggeprosjekt · byggeprosjektet · byggeprosjekter · byggeprosjektene","建筑项目；建设工程","Kommunen starter et byggeprosjekt ved skolen. / Byggeprosjektet skal være ferdig neste år.","市政府将在学校附近启动一个建设项目。 / 这项建筑工程预计明年完工。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"bygging","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09B","9","byggingen, bygginger, byggingene / en bygging · byggingen / bygginga · bygginger · byggingene","建造；建设；施工；建筑物（依语境）","Den nye skolen er under bygging. / Byggingen av veien tar to år.","新学校正在建设中。 / 这条道路的建设需要两年。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"colaboks","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09B","9","en colaboks · colaboksen · colabokser · colaboksene","一罐可乐；可乐罐","Jeg kjøpte en colaboks på kiosken. / Colaboksen skal i panteautomaten.","我在小卖部买了一罐可乐。 / 这个可乐罐要放进退瓶机。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"datamaskin","名词","A2","en","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","datamaskinen, datamaskiner, datamaskinene / en datamaskin · datamaskinen · datamaskiner · datamaskinene","计算机；电脑","Jeg bruker datamaskinen til å skrive rapporten. / Datamaskinen starter ikke.","我用电脑写报告。 / 电脑启动不了。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"del","名词","A2","en","NTNU NoW1; NorweigenLearn 当前词库","09A","9","en del · delen · deler · delene","部分；一部分；份额；方面（依语境）","En del av familien bor fortsatt i Kina. / Vi må dele arbeidet i mindre deler.","家里有一部分人仍住在中国。 / 我们得把工作分成更小的部分。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
"direkte","形容词","A2","","NTNU LearnNoW; NorweigenLearn 当前词库","09C","9","direkte · direkte · direkte · mer direkte · mest direkte / direkte, direkte","直达的；直接的；不绕弯的","Vi tok et direkte fly fra Oslo til Tromsø. / Du kan kontakte legen direkte.","我们从奥斯陆乘坐直飞航班去了特罗姆瑟。 / 你可以直接联系医生。","沿用现有词库暂标；仍待逐词核验","现有应用词条；词头/词性/等级仍待整体验收"
